,Reactant_pair,KEGG_reactions,source,target,CAR,RPAIR_main,MW,num_reactions
0,C00003_C00006,"R00104,R00118",C00003,C00006,-999.0,True,0.05676764145293613,2
1,C00003_C00153,"R00102,R00555,R03447,R04074,R10629,R10633,R10634,R10685,R12026",C00003,C00153,-999.0,True,0.6894677147299068,9
2,C00003_C00301,R00102,C00003,C00301,-999.0,True,0.08589863431148816,1
3,C00003_C00455,"R00103,R00137",C00003,C00455,-999.0,True,0.33066576913690104,2
4,C00003_C00857,"R00189,R00257",C00003,C00857,-999.0,True,0.0007384180403058591,2
5,C00003_C01253,R03447,C00003,C01253,-999.0,True,0.05415608518995618,1
6,C00003_C04339,R04074,C00003,C04339,-999.0,True,0.1309549967230155,1
7,C00003_C13050,R10629,C00003,C13050,-999.0,True,0.10212381973894809,1
8,C00003_C16011,R00555,C00003,C16011,-999.0,True,0.05415608518995618,1
9,C00003_C20658,"R10633,R10634",C00003,C20658,-999.0,True,0.049837099543185964,2
10,C00003_C20744,R10635,C00003,C20744,-999.0,True,0.000757954004856082,1
11,C00003_C20784,"R10685,R12026",C00003,C20784,-999.0,True,0.053953650640076116,2
12,C00003_C21423,R11504,C00003,C21423,-999.0,True,0.000757954004856082,1
13,C00003_C21424,R11505,C00003,C21424,-999.0,True,0.000757954004856082,1
14,C00003_C21759,R11907,C00003,C21759,-999.0,True,0.07393919116235018,1
15,C00004_C00005,"R00105,R12587",C00004,C00005,-999.0,True,0.05668652654390191,2
16,C00004_C04856,"R00129,R10267",C00004,C04856,-999.0,True,0.013355869871188954,2
17,C00004_C21113,R11104,C00004,C21113,-999.0,True,0.3286612195327675,1
18,C00005_C00004,"R00105,R12587",C00005,C00004,-999.0,True,0.05668652654390191,2
19,C00005_C04899,"R10268,R10288",C00005,C04899,-999.0,True,0.011940013618123657,2
20,C00006_C00003,"R00104,R00118",C00006,C00003,-999.0,True,0.05676764145293613,2
21,C00006_C00153,"R00119,R10631",C00006,C00153,-999.0,True,0.7181282087379512,2
22,C00006_C13051,R00119,C00006,C13051,-999.0,True,0.0006591373753316385,1
23,C00006_C20742,R10631,C00006,C20742,-999.0,True,0.09016275800525238,1
24,C00006_C20745,R10636,C00006,C20745,-999.0,True,0.0006765772703083669,1
25,C00006_C21760,R11909,C00006,C21760,-999.0,True,0.06652388227154787,1
26,C00016_C00061,"R00160,R00161",C00016,C00061,-999.0,True,0.26508802534713577,2
27,C00016_C16071,R07636,C00016,C16071,-999.0,True,0.2837103803887664,1
28,C00016_C20730,R10613,C00016,C20730,-999.0,True,0.14846019447785488,1
29,C00018_C00117,"R10088,R10089",C00018,C00117,-999.0,True,0.03568794413871208,2
30,C00018_C00118,"R07456,R10088,R10089",C00018,C00118,-999.0,True,0.18476687172272296,3
31,C00018_C00199,R07456,C00018,C00199,-999.0,True,0.03568794413871208,1
32,C00018_C00250,"R00173,R00174",C00018,C00250,-999.0,True,0.1930427557843246,2
33,C00018_C00627,R00278,C00018,C00627,-999.0,True,0.00406209196918351,1
34,C00018_C00647,"R00277,R01147,R01580",C00018,C00647,-999.0,True,0.0020875646517409707,3
35,C00018_C04556,R10686,C00018,C04556,-999.0,True,0.060049755382924945,1
36,C00019_C00073,"R00177,R03472,R06268,R06269,R06270,R06895,R08583,R08588,R08893,R09394,R09637,R09639,R10204,R10220,R10246,R10437,R10552,R10667,R11112,R11274,R11275,R11484,R11700,R11710,R11919,R12002,R12098,R12161,R12162,R12238,R12239,R12497,R12569",C00019,C00073,-999.0,True,0.45508459328891904,33
37,C00019_C00147,R10220,C00019,C00147,-999.0,True,0.49347446290175634,1
38,C00019_C00170,"R00075,R00175,R00179,R00180,R03019,R03072,R03726,R08939,R08940,R09072,R10455,R10526,R10529,R10611,R10881,R12341",C00019,C00170,-999.0,True,0.14530774361631302,16
39,C00019_C00212,R12098,C00019,C00212,-999.0,True,0.1970858178529904,1
40,C00019_C00263,R00175,C00019,C00263,-999.0,True,0.5396944991099033,1
41,C00019_C00927,R03072,C00019,C00927,-999.0,True,0.11347642375224835,1
42,C00019_C01137,R00178,C00019,C01137,-999.0,True,0.05703863848862777,1
43,C00019_C01234,R00179,C00019,C01234,-999.0,True,0.5952214127671412,1
44,C00019_C01804,R03726,C00019,C01804,-999.0,True,0.13388425970113904,1
45,C00019_C02926,R00180,C00019,C02926,-999.0,True,0.5952214127671412,1
46,C00019_C04425,R03231,C00019,C04425,-999.0,True,3.262700055890486e-05,1
47,C00019_C04441,R10455,C00019,C04441,-999.0,True,0.17238457258055404,1
48,C00019_C04510,R03019,C00019,C04510,-999.0,True,0.253854020400815,1
49,C00019_C05198,"R03472,R06268,R06269,R06270,R06895,R08583,R08588,R08893,R09394,R10204,R10246,R10437,R10552,R11274,R11275,R11484,R11494,R11700,R11710,R11919,R12002,R12161,R12162,R12238,R12239,R12497,R12569",C00019,C05198,-999.0,True,0.2265656981937085,27
50,C00019_C05324,R00075,C00019,C05324,-999.0,True,0.1355678606851097,1
51,C00019_C11837,R08939,C00019,C11837,-999.0,True,0.3989502318986215,1
52,C00019_C17352,R10881,C00019,C17352,-999.0,True,0.09946730479395383,1
53,C00019_C18049,R08940,C00019,C18049,-999.0,True,0.7230157170158145,1
54,C00019_C18168,R09072,C00019,C18168,-999.0,True,0.23425951703023337,1
55,C00019_C19647,R10220,C00019,C19647,-999.0,True,0.2009102002728941,1
56,C00019_C19766,R09637,C00019,C19766,-999.0,True,0.1935144717351237,1
57,C00019_C19768,R09639,C00019,C19768,-999.0,True,0.16481717488976544,1
58,C00019_C20652,R10611,C00019,C20652,-999.0,True,0.1760802830931519,1
59,C00019_C20673,R10526,C00019,C20673,-999.0,True,0.365332821008003,1
60,C00019_C20677,R10529,C00019,C20677,-999.0,True,0.23418305678460116,1
61,C00019_C20773,R10667,C00019,C20773,-999.0,True,0.018397532520376285,1
62,C00019_C21117,R11112,C00019,C21117,-999.0,True,0.24848690577372246,1
63,C00019_C22025,R12341,C00019,C22025,-999.0,True,0.217172426522974,1
64,C00021_C00147,R00194,C00021,C00147,-999.0,True,0.4798006034224444,1
65,C00021_C00155,R00192,C00021,C00155,-999.0,True,0.4796525157140141,1
66,C00021_C00212,R00192,C00021,C00212,-999.0,True,0.17980493585878296,1
67,C00021_C03431,R00193,C00021,C03431,-999.0,True,0.001275586417374454,1
68,C00021_C03539,R00194,C00021,C03539,-999.0,True,0.17971080287154484,1
69,C00022_C00024,"R00209,R00210,R00211,R00212,R01196,R10866",C00022,C00024,-999.0,True,0.8037934767115394,6
70,C00022_C00033,R03145,C00022,C00033,-999.0,True,0.18911108882947533,1
71,C00022_C00036,"R00217,R00344,R00353,R00930,R12212",C00022,C00036,-999.0,True,0.1999236819395292,5
72,C00022_C00041,"R00258,R00369,R00396,R00400,R00453,R00576,R00692,R00907,R01215,R01261,R01712,R02050,R02271,R02293,R02970,R03001,R03502,R03854,R04152,R04187,R05652,R08197,R08714,R09048,R09254,R10178,R10180,R10992,R11038,R12343,R12622",C00022,C00041,-999.0,True,0.005836597806271284,31
73,C00022_C00065,R00220,C00022,C00065,-999.0,True,0.08818687246613204,1
74,C00022_C00074,"R00199,R00200,R00206,R00208,R00430,R00572,R00659,R00724,R01012,R01138,R01858,R02320,R02628",C00022,C00074,-999.0,True,0.31228963337931903,13
75,C00022_C00078,R00673,C00022,C00078,-999.0,True,0.3974299307620226,1
76,C00022_C00082,R00728,C00022,C00082,-999.0,True,0.3458718650106895,1
77,C00022_C00084,R00224,C00022,C00084,-999.0,True,0.33312139263725726,1
78,C00022_C00097,R00782,C00022,C00097,-999.0,True,0.15821974038742548,1
79,C00022_C00133,"R01147,R01148,R01344,R05861",C00022,C00133,-999.0,True,0.005836597806271284,4
80,C00022_C00149,"R00214,R00216",C00022,C00149,-999.0,True,0.20718433397621278,2
81,C00022_C00168,R00585,C00022,C00168,-999.0,True,0.08327954819137875,1
82,C00022_C00186,"R00196,R00703,R01447,R11996",C00022,C00186,-999.0,True,0.011316941667694307,4
83,C00022_C00204,R08570,C00022,C00204,-999.0,True,0.33838212959188085,1
84,C00022_C00207,R03796,C00022,C00207,-999.0,True,0.20517312026020856,1
85,C00022_C00227,R00207,C00022,C00227,-999.0,True,0.22783788897533502,1
86,C00022_C00251,"R00985,R00986,R01302,R06603,R10583,R10597",C00022,C00251,-999.0,True,0.439527496516928,6
87,C00022_C00256,"R00197,R00198,R00297,R00704,R11591,R11593",C00022,C00256,-999.0,True,0.011316941667694307,6
88,C00022_C00270,R01811,C00022,C00270,-999.0,True,0.5567356416598236,1
89,C00022_C00491,R02408,C00022,C00491,-999.0,True,0.46365468921896497,1
90,C00022_C00497,R00215,C00022,C00497,-999.0,True,0.20718433397621278,1
91,C00022_C00506,R07634,C00022,C00506,-999.0,True,0.31530004387041827,1
92,C00022_C00546,"R00203,R00205,R11352",C00022,C00546,-999.0,True,0.09992255939195524,3
93,C00022_C00679,R02754,C00022,C00679,-999.0,True,0.3714032807798988,1
94,C00022_C00684,R01784,C00022,C00684,-999.0,True,0.2542680024461927,1
95,C00022_C00716,R00223,C00022,C00716,-999.0,True,0.08818687246613204,1
96,C00022_C00740,R00221,C00022,C00740,-999.0,True,0.08818687246613204,1
97,C00022_C00793,R01874,C00022,C00793,-999.0,True,0.15821974038742548,1
98,C00022_C00885,"R03037,R06602",C00022,C00885,-999.0,True,0.439527496516928,2
99,C00022_C00900,"R00006,R03050",C00022,C00900,-999.0,True,0.2000763016855775,2
100,C00022_C00957,"R03105,R12689",C00022,C00957,-999.0,True,0.15403902055756163,2
101,C00022_C01011,R00237,C00022,C01011,-999.0,True,0.8213223380338576,1
102,C00022_C01127,R00470,C00022,C01127,-999.0,True,0.2959545878799385,1
103,C00022_C01187,R01576,C00022,C01187,-999.0,True,0.46016293912055345,1
104,C00022_C01216,R10616,C00022,C01216,-999.0,True,0.33838212959188085,1
105,C00022_C01275,R03465,C00022,C01275,-999.0,True,0.42860665065532033,1
106,C00022_C01286,R01064,C00022,C01286,-999.0,True,0.49123577187811024,1
107,C00022_C01432,R11676,C00022,C01432,-999.0,True,0.011316941667694307,1
108,C00022_C01616,R01683,C00022,C01616,-999.0,True,0.3826275926015578,1
109,C00022_C02119,R00543,C00022,C02119,-999.0,True,0.20969270567679504,1
110,C00022_C02132,R00324,C00022,C02132,-999.0,True,0.1926842675436182,1
111,C00022_C02167,R11257,C00022,C02167,-999.0,True,0.3576336700064422,1
112,C00022_C02207,R00906,C00022,C02207,-999.0,True,0.2932990919938244,1
113,C00022_C02218,R08698,C00022,C02218,-999.0,True,0.005606878957606516,1
114,C00022_C02291,R01286,C00022,C02291,-999.0,True,0.43246953143236144,1
115,C00022_C02514,R01085,C00022,C02514,-999.0,True,0.3576336700064422,1
116,C00022_C02612,R07399,C00022,C02612,-999.0,True,0.2542680024461927,1
117,C00022_C02614,R00325,C00022,C02614,-999.0,True,0.2542680024461927,1
118,C00022_C02634,R01031,C00022,C02634,-999.0,True,0.16765595383905507,1
119,C00022_C02635,R01032,C00022,C02635,-999.0,True,0.16765595383905507,1
120,C00022_C02703,R00532,C00022,C02703,-999.0,True,0.35539549257252,1
121,C00022_C02721,R01584,C00022,C02721,-999.0,True,0.07877228178732384,1
122,C00022_C02749,R02953,C00022,C02749,-999.0,True,0.18889436287797196,1
123,C00022_C02798,R08200,C00022,C02798,-999.0,True,0.31228963337931903,1
124,C00022_C02882,"R03528,R12188",C00022,C02882,-999.0,True,0.18889436287797196,2
125,C00022_C03015,R00213,C00022,C03015,-999.0,True,0.25429957637497747,1
126,C00022_C03210,R00398,C00022,C03210,-999.0,True,0.2932990919938244,1
127,C00022_C03248,R00218,C00022,C03248,-999.0,True,0.128608040211124,1
128,C00022_C03589,R00750,C00022,C03589,-999.0,True,0.2000763016855775,1
129,C00022_C03652,R01355,C00022,C03652,-999.0,True,0.29607277201592,1
130,C00022_C03790,R00368,C00022,C03790,-999.0,True,0.2511543651149504,1
131,C00022_C03826,R01782,C00022,C03826,-999.0,True,0.2542680024461927,1
132,C00022_C03921,R03277,C00022,C03921,-999.0,True,0.3714032807798988,1
133,C00022_C03979,R02261,C00022,C03979,-999.0,True,0.29607277201592,1
134,C00022_C03981,R00219,C00022,C03981,-999.0,True,0.1999236819395292,1
135,C00022_C04020,R00452,C00022,C04020,-999.0,True,0.4250251360522299,1
136,C00022_C04115,R00350,C00022,C04115,-999.0,True,0.428532490919634,1
137,C00022_C04137,R00562,C00022,C04137,-999.0,True,0.4732125751542981,1
138,C00022_C04210,R00666,C00022,C04210,-999.0,True,0.39743405385940656,1
139,C00022_C04294,R02721,C00022,C04294,-999.0,True,0.2384617369939478,1
140,C00022_C04442,R05605,C00022,C04442,-999.0,True,0.49123577187811024,1
141,C00022_C04593,R00409,C00022,C04593,-999.0,True,0.4013704389985097,1
142,C00022_C05125,R00014,C00022,C05125,-999.0,True,0.6840462390587507,1
143,C00022_C05406,R01335,C00022,C05406,-999.0,True,0.24784762449672185,1
144,C00022_C05527,R04861,C00022,C05527,-999.0,True,0.2667427151937904,1
145,C00022_C05601,R01645,C00022,C05601,-999.0,True,0.36694319307958245,1
146,C00022_C05689,R09366,C00022,C05689,-999.0,True,0.34803660141244447,1
147,C00022_C05699,R04941,C00022,C05699,-999.0,True,0.5069648161742637,1
148,C00022_C05946,R00471,C00022,C05946,-999.0,True,0.2959545878799385,1
149,C00022_C06006,R08648,C00022,C06006,-999.0,True,0.24798250976514924,1
150,C00022_C06010,"R00226,R04672",C00022,C06010,-999.0,True,0.2000763016855775,2
151,C00022_C06033,R00008,C00022,C06033,-999.0,True,0.33333333207159604,1
152,C00022_C06159,R03081,C00022,C06159,-999.0,True,0.29607277201592,1
153,C00022_C06201,R01647,C00022,C06201,-999.0,True,0.36694319307958245,1
154,C00022_C06203,R05136,C00022,C06203,-999.0,True,0.3714930078883008,1
155,C00022_C06326,R03732,C00022,C06326,-999.0,True,0.3647970211027547,1
156,C00022_C06393,R00195,C00022,C06393,-999.0,True,0.08352759926563363,1
157,C00022_C06762,R05298,C00022,C06762,-999.0,True,0.24798250976514924,1
158,C00022_C07718,R05538,C00022,C07718,-999.0,True,0.44662426966046576,1
159,C00022_C07725,R05544,C00022,C07725,-999.0,True,0.44662426966046576,1
160,C00022_C11355,R05553,C00022,C11355,-999.0,True,0.4377705406442873,1
161,C00022_C11426,R05648,C00022,C11426,-999.0,True,0.46674659694822435,1
162,C00022_C11437,R05636,C00022,C11437,-999.0,True,0.4171360478633351,1
163,C00022_C11537,R07633,C00022,C11537,-999.0,True,0.31790403037100023,1
164,C00022_C14086,R06913,C00022,C14086,-999.0,True,0.4014518154457682,1
165,C00022_C14095,R06923,C00022,C14095,-999.0,True,0.456803067960365,1
166,C00022_C14107,R06934,C00022,C14107,-999.0,True,0.43231953240488524,1
167,C00022_C16149,R07713,C00022,C16149,-999.0,True,0.42860665065532033,1
168,C00022_C16198,R07685,C00022,C16198,-999.0,True,0.511168593292269,1
169,C00022_C16210,R07692,C00022,C16210,-999.0,True,0.46674659694822435,1
170,C00022_C16255,R01699,C00022,C16255,-999.0,True,0.17024013035847654,1
171,C00022_C16518,R08170,C00022,C16518,-999.0,True,0.538231622135036,1
172,C00022_C16519,R08166,C00022,C16519,-999.0,True,0.5769605827661696,1
173,C00022_C16624,R08253,C00022,C16624,-999.0,True,0.4034831013179056,1
174,C00022_C17237,R08654,C00022,C17237,-999.0,True,0.4855800952012125,1
175,C00022_C17238,R08660,C00022,C17238,-999.0,True,0.5085469355797381,1
176,C00022_C17242,R08667,C00022,C17242,-999.0,True,0.48264253889891445,1
177,C00022_C17262,R08686,C00022,C17262,-999.0,True,0.03813032307842201,1
178,C00022_C17268,R09088,C00022,C17268,-999.0,True,0.25439428212147236,1
179,C00022_C18054,R11463,C00022,C18054,-999.0,True,0.4377705406442873,1
180,C00022_C18318,R09238,C00022,C18318,-999.0,True,0.3231102694772008,1
181,C00022_C18608,R10539,C00022,C18608,-999.0,True,0.41815658930242294,1
182,C00022_C20258,R10147,C00022,C20258,-999.0,True,0.36004708931941287,1
183,C00022_C20485,R10283,C00022,C20485,-999.0,True,0.2959545878799385,1
184,C00022_C20680,R10550,C00022,C20680,-999.0,True,0.33838212959188085,1
185,C00022_C20685,R10542,C00022,C20685,-999.0,True,0.45492021300424557,1
186,C00022_C20686,R10527,C00022,C20686,-999.0,True,0.41815658930242294,1
187,C00022_C20687,R10487,C00022,C20687,-999.0,True,0.45492021300424557,1
188,C00022_C20691,R10552,C00022,C20691,-999.0,True,0.501342029634135,1
189,C00022_C20746,R10674,C00022,C20746,-999.0,True,0.8213223380338576,1
190,C00022_C20781,R10691,C00022,C20781,-999.0,True,0.2903548133643525,1
191,C00022_C20904,R11099,C00022,C20904,-999.0,True,0.005606878957606516,1
192,C00022_C20994,"R11023,R11864",C00022,C20994,-999.0,True,0.5821098073788501,2
193,C00022_C21139,R11141,C00022,C21139,-999.0,True,0.3181575328557698,1
194,C00022_C21180,R11213,C00022,C21180,-999.0,True,0.4667304510623653,1
195,C00022_C22024,R12237,C00022,C22024,-999.0,True,0.577023572554171,1
196,C00024_C00022,"R00209,R00210,R00211,R00212,R01196,R10866",C00024,C00022,-999.0,True,0.8037934767115394,6
197,C00024_C00033,"R00227,R00229,R00235,R00393",C00024,C00033,-999.0,True,0.8618916410292448,4
198,C00024_C00040,R00393,C00024,C00040,-999.0,True,0.34163808668482565,1
199,C00024_C00083,"R00233,R00353,R00742,R00743,R04386",C00024,C00083,-999.0,True,0.02646138896350156,5
200,C00024_C00084,R00228,C00024,C00084,-999.0,True,0.8967897313412394,1
201,C00024_C00091,R10343,C00024,C00091,-999.0,True,0.03460282706539998,1
202,C00024_C00100,R00928,C00024,C00100,-999.0,True,0.008588079549283107,1
203,C00024_C00136,R01179,C00024,C00136,-999.0,True,0.017029904920393146,1
204,C00024_C00140,R01204,C00024,C00140,-999.0,True,0.5707968802973271,1
205,C00024_C00149,R00472,C00024,C00149,-999.0,True,0.7158165117585173,1
206,C00024_C00158,"R00351,R00352",C00024,C00158,-999.0,True,0.6164071759271094,2
207,C00024_C00222,"R00705,R00706",C00024,C00222,-999.0,True,0.8037934767115394,2
208,C00024_C00223,R08767,C00024,C00223,-999.0,True,0.0604095701425722,1
209,C00024_C00227,R00230,C00024,C00227,-999.0,True,0.7050801686737136,1
210,C00024_C00264,R00391,C00024,C00264,-999.0,True,0.31867279840026913,1
211,C00024_C00313,R10614,C00024,C00313,-999.0,True,0.018181465372396514,1
212,C00024_C00332,"R00238,R01359,R09527",C00024,C00332,-999.0,True,0.0253045381390217,3
213,C00024_C00356,"R01360,R01978",C00024,C00356,-999.0,True,0.05931017811452206,2
214,C00024_C00357,R02058,C00024,C00357,-999.0,True,0.4576960884342637,1
215,C00024_C00406,R12566,C00024,C00406,-999.0,True,0.07650048817969095,1
216,C00024_C00440,R10243,C00024,C00440,-999.0,True,0.2758858170921917,1
217,C00024_C00466,R09524,C00024,C00466,-999.0,True,0.8037090828843549,1
218,C00024_C00531,R10600,C00024,C00531,-999.0,True,0.041466622913694365,1
219,C00024_C00566,"R00354,R01323",C00024,C00566,-999.0,True,0.07541627642389598,2
220,C00024_C00624,R00259,C00024,C00624,-999.0,True,0.621191246053884,1
221,C00024_C00827,R05508,C00024,C00827,-999.0,True,0.01820646933095408,1
222,C00024_C00849,R11957,C00024,C00849,-999.0,True,0.8037090828843549,1
223,C00024_C00894,R05509,C00024,C00894,-999.0,True,0.007362777080513109,1
224,C00024_C00916,R03064,C00024,C00916,-999.0,True,0.3217568478335258,1
225,C00024_C00978,R02911,C00024,C00978,-999.0,True,0.575317462537489,1
226,C00024_C00979,R00586,C00024,C00979,-999.0,True,0.6924228290397328,1
227,C00024_C01011,"R00237,R02955,R03153",C00024,C01011,-999.0,True,0.05158180207026475,3
228,C00024_C01042,R00487,C00024,C01042,-999.0,True,0.6442827744527079,1
229,C00024_C01077,R01776,C00024,C01077,-999.0,True,0.6679694494850645,1
230,C00024_C01198,R05537,C00024,C01198,-999.0,True,0.6594018567595911,1
231,C00024_C01250,R12085,C00024,C01250,-999.0,True,0.6475855550051431,1
232,C00024_C01251,R00271,C00024,C01251,-999.0,True,0.5940866402088671,1
233,C00024_C01264,R03455,C00024,C01264,-999.0,True,0.7673921055572743,1
234,C00024_C01626,R03230,C00024,C01626,-999.0,True,0.2788525481365343,1
235,C00024_C01857,R01850,C00024,C01857,-999.0,True,0.8281100039650743,1
236,C00024_C01883,R00627,C00024,C01883,-999.0,True,0.9296346338488406,1
237,C00024_C01996,R01023,C00024,C01996,-999.0,True,0.69405895770831,1
238,C00024_C01997,R03552,C00024,C01997,-999.0,True,0.5830367682191299,1
239,C00024_C02130,R01556,C00024,C02130,-999.0,True,0.35618251170418813,1
240,C00024_C02232,R00829,C00024,C02232,-999.0,True,0.05820711473778691,1
241,C00024_C02297,R03910,C00024,C02297,-999.0,True,0.930782832803944,1
242,C00024_C02411,R03884,C00024,C02411,-999.0,True,0.041466622913694365,1
243,C00024_C02488,R00998,C00024,C02488,-999.0,True,0.6662838412282872,1
244,C00024_C02504,R01213,C00024,C02504,-999.0,True,0.642574688670987,1
245,C00024_C02560,R03621,C00024,C02560,-999.0,True,0.760535476969132,1
246,C00024_C02571,R02396,C00024,C02571,-999.0,True,0.5970835283725804,1
247,C00024_C02612,R07399,C00024,C02612,-999.0,True,0.690687460252932,1
248,C00024_C02657,R07253,C00024,C02657,-999.0,True,0.6836028474957547,1
249,C00024_C02709,R04024,C00024,C02709,-999.0,True,0.685323695664282,1
250,C00024_C02710,R01089,C00024,C02710,-999.0,True,0.6475151449362581,1
251,C00024_C02714,R01154,C00024,C02714,-999.0,True,0.7229297186532432,1
252,C00024_C02727,R00454,C00024,C02727,-999.0,True,0.6227185074716294,1
253,C00024_C02821,R02837,C00024,C02821,-999.0,True,0.3336693927585152,1
254,C00024_C02997,R01160,C00024,C02997,-999.0,True,0.6082607748169309,1
255,C00024_C03058,R04000,C00024,C03058,-999.0,True,0.05158180207026475,1
256,C00024_C03135,R02191,C00024,C03135,-999.0,True,0.8661899664187624,1
257,C00024_C03137,R02481,C00024,C03137,-999.0,True,0.5335266691037077,1
258,C00024_C03154,R01889,C00024,C03154,-999.0,True,0.21272729708007415,1
259,C00024_C03237,R04057,C00024,C03237,-999.0,True,0.034627001623717076,1
260,C00024_C03297,R03767,C00024,C03297,-999.0,True,0.24632299720255077,1
261,C00024_C03341,R00399,C00024,C03341,-999.0,True,0.7212081002967865,1
262,C00024_C03344,R00927,C00024,C03344,-999.0,True,0.03346525549717629,1
263,C00024_C03508,R00371,C00024,C03508,-999.0,True,0.7472596005705688,1
264,C00024_C03519,R00693,C00024,C03519,-999.0,True,0.5924028916054921,1
265,C00024_C03524,R03056,C00024,C03524,-999.0,True,0.2443919787357921,1
266,C00024_C03537,R03668,C00024,C03537,-999.0,True,0.7433353136350043,1
267,C00024_C03601,R03065,C00024,C03601,-999.0,True,0.3783132690996068,1
268,C00024_C03707,R03017,C00024,C03707,-999.0,True,0.9296346338488406,1
269,C00024_C03773,R02616,C00024,C03773,-999.0,True,0.7596285919654191,1
270,C00024_C03939,R01624,C00024,C03939,-999.0,True,0.9113323509175776,1
271,C00024_C03955,R03168,C00024,C03955,-999.0,True,0.5971087335747567,1
272,C00024_C04015,R01806,C00024,C04015,-999.0,True,0.39476195856741025,1
273,C00024_C04016,R01807,C00024,C04016,-999.0,True,0.39476195856741025,1
274,C00024_C04017,R01808,C00024,C04017,-999.0,True,0.39476195856741025,1
275,C00024_C04149,R04192,C00024,C04149,-999.0,True,0.5830367682191299,1
276,C00024_C04316,R02232,C00024,C04316,-999.0,True,0.057147582112732485,1
277,C00024_C04341,R04316,C00024,C04341,-999.0,True,0.8522664735061098,1
278,C00024_C04348,R00473,C00024,C04348,-999.0,True,0.04372538687380525,1
279,C00024_C04501,R05332,C00024,C04501,-999.0,True,0.4576960884342637,1
280,C00024_C04504,R04348,C00024,C04504,-999.0,True,0.6002909671511936,1
281,C00024_C04505,R04484,C00024,C04505,-999.0,True,0.43563371426526615,1
282,C00024_C04598,R03437,C00024,C04598,-999.0,True,0.6880189148092197,1
283,C00024_C04649,R04466,C00024,C04649,-999.0,True,0.47420902599928166,1
284,C00024_C05135,R02152,C00024,C05135,-999.0,True,0.6817772009553901,1
285,C00024_C05231,R10564,C00024,C05231,-999.0,True,0.025910850295859607,1
286,C00024_C05259,R03991,C00024,C05259,-999.0,True,0.11497467083372065,1
287,C00024_C05261,R03858,C00024,C05261,-999.0,True,0.10119325165465792,1
288,C00024_C05263,R04742,C00024,C05263,-999.0,True,0.08697584087229818,1
289,C00024_C05265,R03778,C00024,C05265,-999.0,True,0.07230141628529275,1
290,C00024_C05267,R04747,C00024,C05267,-999.0,True,0.057147582112732485,1
291,C00024_C05269,R01177,C00024,C05269,-999.0,True,0.041490454944963645,1
292,C00024_C05322,R04723,C00024,C05322,-999.0,True,0.3710097507112509,1
293,C00024_C05539,R04364,C00024,C05539,-999.0,True,0.5557135549643986,1
294,C00024_C05620,R03903,C00024,C05620,-999.0,True,0.5924028916054921,1
295,C00024_C05727,R04950,C00024,C05727,-999.0,True,0.81789888768493,1
296,C00024_C05744,R10707,C00024,C05744,-999.0,True,0.8650592796192179,1
297,C00024_C05993,R00236,C00024,C05993,-999.0,True,0.35059873916830536,1
298,C00024_C05994,R05063,C00024,C05994,-999.0,True,0.642574688670987,1
299,C00024_C06018,"R02772,R10174",C00024,C06018,-999.0,True,0.15740339639605005,2
300,C00024_C06442,R06978,C00024,C06442,-999.0,True,0.6696584715087668,1
301,C00024_C06548,R05351,C00024,C06548,-999.0,True,0.8967897313412394,1
302,C00024_C06715,R05586,C00024,C06715,-999.0,True,0.06582832637008493,1
303,C00024_C06717,R09622,C00024,C06717,-999.0,True,0.24927705283818252,1
304,C00024_C07028,R05672,C00024,C07028,-999.0,True,0.18965322143647798,1
305,C00024_C07118,R05506,C00024,C07118,-999.0,True,0.0604095701425722,1
306,C00024_C07303,R05773,C00024,C07303,-999.0,True,0.08589339422648669,1
307,C00024_C07447,R11902,C00024,C07447,-999.0,True,0.8323178726582738,1
308,C00024_C07565,R02387,C00024,C07565,-999.0,True,0.7138659483989708,1
309,C00024_C07585,R08248,C00024,C07585,-999.0,True,0.6375643978074039,1
310,C00024_C07592,R08453,C00024,C07592,-999.0,True,0.3392466916518364,1
311,C00024_C08721,R07249,C00024,C08721,-999.0,True,0.43563371426526615,1
312,C00024_C09870,R08530,C00024,C09870,-999.0,True,0.6065087107527595,1
313,C00024_C11062,R05336,C00024,C11062,-999.0,True,0.02648597297622319,1
314,C00024_C11338,R08532,C00024,C11338,-999.0,True,0.6097285511662327,1
315,C00024_C11784,R05870,C00024,C11784,-999.0,True,0.3425291318141175,1
316,C00024_C11807,R05876,C00024,C11807,-999.0,True,0.4153690151003339,1
317,C00024_C11896,R06307,C00024,C11896,-999.0,True,0.4202281247739378,1
318,C00024_C11900,R06311,C00024,C11900,-999.0,True,0.15969797968504612,1
319,C00024_C12299,R10474,C00024,C12299,-999.0,True,0.6425080385857961,1
320,C00024_C12348,R06635,C00024,C12348,-999.0,True,0.6285042140305329,1
321,C00024_C12452,R06735,C00024,C12452,-999.0,True,0.6308612747088009,1
322,C00024_C12453,R06736,C00024,C12453,-999.0,True,0.6308612747088009,1
323,C00024_C14727,R06997,C00024,C14727,-999.0,True,0.08427832318971208,1
324,C00024_C15513,R10473,C00024,C15513,-999.0,True,0.687065643188707,1
325,C00024_C15535,R03760,C00024,C15535,-999.0,True,0.8990032136631909,1
326,C00024_C15537,R07252,C00024,C15537,-999.0,True,0.23207100357935348,1
327,C00024_C16255,R02569,C00024,C16255,-999.0,True,0.7339911598822517,1
