,Node,Degree Centrality,PageRank
2588,C11920,0.0013048635824436535,0.00029544161040651745
2306,C00561,0.0014234875444839856,0.00029504174483391775
44,C01137,0.0014234875444839856,0.0002940961221185802
2415,C00325,0.0013048635824436535,0.00029381639155377174
2250,C01977,0.000830367734282325,0.00029355563951523165
1743,C00877,0.0014234875444839856,0.0002933840370615753
1319,C04895,0.0011862396204033213,0.0002926243142650735
1685,C04217,0.0010676156583629892,0.00029103591887612925
84,C00186,0.00166073546856465,0.0002904017003419537
3824,C17556,0.0013048635824436535,0.0002903510767106721
2334,C00535,0.0010676156583629892,0.0002887769097482915
1311,C00189,0.0015421115065243178,0.00028665530295812655
3732,C01204,0.0011862396204033213,0.00028622874216391775
748,C00683,0.00166073546856465,0.0002858741318079358
920,C01672,0.0011862396204033213,0.00028501253780668624
2454,C01500,0.0010676156583629892,0.00028427111996978606
1051,C00179,0.0014234875444839856,0.0002839006329206593
1859,C00266,0.0014234875444839856,0.00028293966660183114
39,C00147,0.0015421115065243178,0.00028277385314112193
1875,C12145,0.0011862396204033213,0.00028247418236992315
1360,C00498,0.00166073546856465,0.00028213549984157225
67,C00155,0.0015421115065243178,0.00027736849886033813
3264,C00735,0.0010676156583629892,0.00027572562606071737
1699,C19760,0.0009489916963226571,0.0002755225114030702
379,C00334,0.0015421115065243178,0.0002747885422254586
26,C00061,0.0013048635824436535,0.00027440245433450435
1944,C00173,0.0014234875444839856,0.00027406503491474025
681,C00246,0.0011862396204033213,0.0002733651299373997
6205,C09244,0.0009489916963226571,0.000272717123303953
1749,C00691,0.0009489916963226571,0.0002721885761563843
2182,C02814,0.0013048635824436535,0.0002719739499178517
3,C00301,0.0014234875444839856,0.00027167332693726524
1849,C06427,0.0009489916963226571,0.0002714660195221207
1334,C00231,0.0014234875444839856,0.0002713527130007961
1206,C00081,0.00166073546856465,0.0002711909031775869
1312,C00346,0.0015421115065243178,0.00027047160919528915
4679,C03012,0.0010676156583629892,0.0002701333129168224
2590,C11923,0.0011862396204033213,0.00027007448503590465
1500,C00106,0.0014234875444839856,0.0002697478627982609
1993,C00599,0.0009489916963226571,0.000269551580334709
6123,C08538,0.0011862396204033213,0.00026933028491902796
4580,C02743,0.0009489916963226571,0.00026917281283827193
6385,C11412,0.0005931198102016607,0.00026763062334198744
1374,C00292,0.0011862396204033213,0.00026755454763393807
3783,C02051,0.0015421115065243178,0.0002659515787133871
1792,C00151,0.0011862396204033213,0.00026569307094477377
806,C00344,0.0013048635824436535,0.0002646731353440861
4205,C01944,0.0010676156583629892,0.00026385373293037474
4098,C11398,0.000830367734282325,0.0002620691203085666
3030,C00544,0.0013048635824436535,0.0002616741643889082
1927,C00258,0.0015421115065243178,0.00026153975649076015
3216,C00688,0.0013048635824436535,0.00026121764269724807
2904,C00951,0.0010676156583629892,0.00026085330622218635
3910,C07645,0.0007117437722419928,0.0002605606968007336
2179,C01424,0.0013048635824436535,0.0002605034365448398
3283,C06178,0.0010676156583629892,0.00026043403467520035
2680,C00755,0.0011862396204033213,0.0002603056632187495
2691,C00671,0.0013048635824436535,0.00025919388855837587
5679,C07097,0.0009489916963226571,0.0002590201367398258
8381,C00094,0.0011862396204033213,0.0002589837753986426
2681,C01494,0.0013048635824436535,0.00025863718074502527
1630,C00123,0.0010676156583629892,0.0002579943820657692
29,C00018,0.0015421115065243178,0.00025727224902064505
2122,C00427,0.000830367734282325,0.00025724517794721655
5246,C12483,0.000830367734282325,0.0002571773337140961
680,C00209,0.0014234875444839856,0.000256494692911688
2346,C00286,0.0014234875444839856,0.0002564359577819325
2333,C00468,0.0010676156583629892,0.00025609194781280297
6189,C09092,0.0005931198102016607,0.0002559381172670437
2066,C00257,0.0013048635824436535,0.000255876353513266
1372,C00196,0.0011862396204033213,0.0002550827306993254
2620,C00376,0.0009489916963226571,0.00025431699535854784
2583,C06620,0.0010676156583629892,0.00025406538553464163
1952,C00178,0.0010676156583629892,0.00025380714489599125
767,C00719,0.0013048635824436535,0.0002537450145422423
1512,C02247,0.0010676156583629892,0.00025365375670587895
1101,C00068,0.0014234875444839856,0.00025324602709752767
1967,C00587,0.0013048635824436535,0.00025185009051763307
845,C05688,0.0009489916963226571,0.00025162022144945115
4162,C01876,0.0005931198102016607,0.00025083960159711966
4908,C03788,0.0010676156583629892,0.00025011571904565285
8419,C00069,0.0010676156583629892,0.0002498224067460868
1426,C01222,0.000830367734282325,0.0002491534203136833
2004,C15610,0.000830367734282325,0.0002490118477984223
1130,C01180,0.0013048635824436535,0.00024899021170813495
6952,C21381,0.0005931198102016607,0.0002486599135498103
773,C01326,0.0013048635824436535,0.00024787165838760484
2316,C04874,0.0009489916963226571,0.000247420918571687
3227,C00694,0.0010676156583629892,0.0002470113698836482
1526,C05335,0.0009489916963226571,0.00024651686631125576
5269,C05178,0.0010676156583629892,0.0002462960024362593
5724,C16321,0.0007117437722419928,0.0002460057805798418
3072,C07086,0.0013048635824436535,0.0002454372582886905
1680,C01230,0.0009489916963226571,0.00024506559665180304
1682,C04145,0.0010676156583629892,0.0002450479823264591
87,C00227,0.0014234875444839856,0.00024448309208766663
2396,C00322,0.0013048635824436535,0.00024444600692245756
4006,C01606,0.0009489916963226571,0.0002444073862874097
1815,C05764,0.0009489916963226571,0.0002443232581375709
6037,C07535,0.0010676156583629892,0.00024401918893081752
657,C03470,0.0009489916963226571,0.00024343748868659477
1488,C00234,0.0011862396204033213,0.00024329866738405397
2704,C03205,0.000830367734282325,0.0002418503241042008
473,C01175,0.0011862396204033213,0.00024127069282931646
3086,C00590,0.0010676156583629892,0.00024110877940381235
1052,C00327,0.0013048635824436535,0.00024095351839551106
2305,C00556,0.0010676156583629892,0.00024050955452879454
466,C00689,0.0014234875444839856,0.00024040004097478716
1062,C03771,0.0013048635824436535,0.00024010106036199806
7247,C16702,0.0007117437722419928,0.00024002591736082922
1531,C00110,0.0011862396204033213,0.00023927457816035297
2075,C01117,0.0007117437722419928,0.00023926000309345652
1,C00006,0.0010676156583629892,0.00023870357852459834
1359,C00492,0.0011862396204033213,0.00023845943427222663
2177,C00568,0.0010676156583629892,0.0002382395847811592
1586,C01185,0.0013048635824436535,0.0002381661123132358
213,C00440,0.0011862396204033213,0.0002374309381142221
1576,C01151,0.0014234875444839856,0.00023675397632922108
2176,C00593,0.0011862396204033213,0.00023674196321481433
2523,C05427,0.0009489916963226571,0.00023635267643791423
5012,C17324,0.0005931198102016607,0.00023615235277794534
1414,C00159,0.0010676156583629892,0.00023570878786211162
962,C00152,0.0011862396204033213,0.0002355921987374367
6066,C07649,0.000830367734282325,0.00023526048431526443
2336,C01227,0.0009489916963226571,0.0002344951714632677
3656,C02140,0.000830367734282325,0.00023400566024868008
5643,C15972,0.0013048635824436535,0.00023349111432570272
4804,C03889,0.0009489916963226571,0.0002333516907463896
642,C00185,0.0010676156583629892,0.0002333284607445196
5600,C06090,0.0007117437722419928,0.0002333169770670074
5985,C07185,0.0007117437722419928,0.0002328614731516659
95,C00679,0.0009489916963226571,0.00023253287710311917
4028,C06181,0.0009489916963226571,0.00023210540093123719
1658,C04884,0.0013048635824436535,0.00023177975966181587
3987,C09762,0.0009489916963226571,0.00023161925668044512
1424,C00636,0.0010676156583629892,0.00023153092856411522
211,C00357,0.0013048635824436535,0.00023106015404373466
6403,C11415,0.00047449584816132857,0.00023089716001801802
82,C00149,0.0013048635824436535,0.00023045598812979556
3599,C01596,0.0010676156583629892,0.00023010519903565282
1487,C00101,0.0011862396204033213,0.0002299642090030009
3469,C00897,0.0011862396204033213,0.0002298231812102988
1524,C00314,0.0010676156583629892,0.0002290199241836214
3880,C01852,0.0009489916963226571,0.00022836736909351315
8355,C00035,0.0013048635824436535,0.00022835850042130244
1217,C03765,0.0010676156583629892,0.00022796503441268042
3863,C05306,0.000830367734282325,0.00022780811827619073
2980,C00712,0.0009489916963226571,0.0002277966953744274
7258,C16732,0.0007117437722419928,0.0002276803434171472
3137,C00619,0.00047449584816132857,0.00022745868035775675
2074,C00454,0.000830367734282325,0.0002274387147587718
5153,C04785,0.0007117437722419928,0.00022739096853933457
4531,C02593,0.0007117437722419928,0.0002272573956477105
1684,C04216,0.000830367734282325,0.00022662742009535076
3396,C14786,0.0009489916963226571,0.00022661732702086723
1475,C02557,0.0010676156583629892,0.00022587071660683537
2495,C21837,0.0005931198102016607,0.00022538723902897602
3852,C18796,0.0010676156583629892,0.00022508499109369297
824,C02737,0.0011862396204033213,0.00022502707346761671
2041,C00193,0.0009489916963226571,0.00022477016873346256
6915,C14871,0.00047449584816132857,0.00022474735553234707
927,C04076,0.0011862396204033213,0.00022452810333032687
1706,C00131,0.0013048635824436535,0.0002245244271786568
1559,C00565,0.0010676156583629892,0.00022445989545708526
966,C02512,0.0011862396204033213,0.00022423138289569576
4207,C05752,0.0009489916963226571,0.00022368242498953304
4357,C03677,0.0005931198102016607,0.00022315524841534504
3031,C00642,0.0011862396204033213,0.0002229486075084459
3390,C00828,0.0007117437722419928,0.0002228811757595486
3217,C03187,0.0010676156583629892,0.00022286066761468965
1120,C00072,0.0009489916963226571,0.00022175062478418082
2440,C00333,0.000830367734282325,0.0002211965744993048
2581,C03319,0.0010676156583629892,0.00022095076591356792
952,C06790,0.0009489916963226571,0.00022050295464807473
2754,C00696,0.0007117437722419928,0.00022006124317840902
1085,C01005,0.0011862396204033213,0.00022000373845416
940,C00160,0.0010676156583629892,0.0002199210963780072
6192,C21796,0.00047449584816132857,0.00021980407266459029
1742,C00630,0.0010676156583629892,0.00021925167901672927
982,C01290,0.0011862396204033213,0.00021897415263999768
5263,C05176,0.000830367734282325,0.0002188760807854855
7755,C20692,0.000830367734282325,0.00021869410694176156
2249,C00385,0.0011862396204033213,0.00021836933289021794
6765,C13453,0.0009489916963226571,0.0002181841879570092
1991,C00424,0.0010676156583629892,0.0002181203785540431
4642,C06517,0.0009489916963226571,0.00021765093413583108
2115,C00672,0.0010676156583629892,0.00021763524829790655
678,C00163,0.0011862396204033213,0.00021759021692920676
1169,C02937,0.0010676156583629892,0.00021716950023384376
693,C01176,0.0009489916963226571,0.00021712173155433428
3567,C01902,0.0005931198102016607,0.00021661486167396746
646,C00252,0.0010676156583629892,0.00021619946830506685
2101,C02659,0.0010676156583629892,0.00021581807263607578
1831,C05848,0.0009489916963226571,0.00021579117752693877
4175,C05437,0.0007117437722419928,0.00021553156652533536
764,C00213,0.0011862396204033213,0.000215341095319088
810,C00422,0.0010676156583629892,0.00021524155554376157
2617,C00371,0.0009489916963226571,0.00021469951187933793
1165,C00463,0.0009489916963226571,0.0002145450056771866
149,C05699,0.0010676156583629892,0.00021453807034266478
3837,C05925,0.0009489916963226571,0.00021449345363526708
5289,C05203,0.0009489916963226571,0.0002140399001478766
1358,C00267,0.0011862396204033213,0.00021385261348416608
1214,C01468,0.0010676156583629892,0.00021371840772525498
2651,C05903,0.0009489916963226571,0.00021359375205660987
1189,C00601,0.0009489916963226571,0.00021356850999066493
3093,C03576,0.0009489916963226571,0.00021353148377946615
2449,C00347,0.0010676156583629892,0.0002129876384787387
148,C05689,0.0009489916963226571,0.00021293653192712853
6443,C11522,0.0007117437722419928,0.0002123917774683011
5009,C20648,0.0003558718861209964,0.0002120994279713225
3437,C10208,0.000830367734282325,0.00021201373826530289
2712,C00482,0.0010676156583629892,0.00021151692344089672
568,C15539,0.000830367734282325,0.00021148755718374392
2660,C12211,0.0009489916963226571,0.000211382516928497
1825,C00633,0.0010676156583629892,0.00021128072663355763
1561,C00588,0.0011862396204033213,0.00021111911651358587
1996,C01953,0.0009489916963226571,0.000210701118517718
5474,C05761,0.000830367734282325,0.00021009412531817448
2242,C00239,0.0011862396204033213,0.00021009222928059193
5744,C06485,0.0005931198102016607,0.00020988911641265065
93,C00506,0.0011862396204033213,0.00020979432885364933
873,C04613,0.0007117437722419928,0.0002097705762213633
3288,C05778,0.0005931198102016607,0.00020917764378390667
210,C00356,0.0010676156583629892,0.00020895804984632024
2973,C05631,0.0009489916963226571,0.00020858972339458647
7173,C19574,0.0007117437722419928,0.00020857397504981464
4810,C16735,0.0005931198102016607,0.00020822969103313915
507,C04164,0.0009489916963226571,0.00020796385426652343
2783,C03428,0.0007117437722419928,0.00020742053202262638
3017,C00628,0.0010676156583629892,0.00020741254998452044
1542,C03394,0.000830367734282325,0.00020733230743915875
2320,C00272,0.000830367734282325,0.00020729750102965874
1482,C06002,0.000830367734282325,0.00020684169092099715
2452,C00521,0.0007117437722419928,0.00020672707275110877
682,C00383,0.0010676156583629892,0.00020654992504042915
5622,C08614,0.000830367734282325,0.00020642928724465338
828,C04756,0.0011862396204033213,0.00020635697817884043
1102,C00378,0.0009489916963226571,0.00020633462528245333
3273,C01171,0.0003558718861209964,0.00020622543830101672
3213,C02170,0.0010676156583629892,0.00020558785966309784
1768,C00364,0.0011862396204033213,0.00020510923528329844
1084,C00542,0.0011862396204033213,0.0002049752249391888
1609,C00294,0.0010676156583629892,0.00020466939501455404
3442,C11864,0.0007117437722419928,0.00020432289940367477
2662,C00780,0.0009489916963226571,0.0002040563343285912
1930,C01563,0.0010676156583629892,0.00020391956522299948
697,C01674,0.000830367734282325,0.00020365043979237333
1211,C01060,0.0009489916963226571,0.0002035260874038541
3911,C16556,0.0005931198102016607,0.0002033203414494149
4429,C02283,0.0007117437722419928,0.00020331591196889485
4263,C11863,0.0007117437722419928,0.0002032433500371943
1210,C00483,0.0009489916963226571,0.00020319212872139768
815,C00681,0.0011862396204033213,0.0002031637771078467
3784,C02972,0.0011862396204033213,0.0002030120069745922
2398,C00956,0.0010676156583629892,0.00020263734486808226
2584,C11911,0.000830367734282325,0.00020238091621576555
2187,C06672,0.0009489916963226571,0.00020225059375241465
1826,C02370,0.0009489916963226571,0.00020213737845354153
902,C19823,0.0007117437722419928,0.00020139700318459882
2705,C03681,0.0005931198102016607,0.00020130225127231593
3232,C03990,0.0007117437722419928,0.0002012962958367426
2715,C00412,0.000830367734282325,0.00020126506714092192
2326,C03684,0.0007117437722419928,0.00020113203535238245
1044,C00255,0.0007117437722419928,0.00020097954338066664
3163,C06192,0.0011862396204033213,0.00020046852196562836
226,C01198,0.0009489916963226571,0.00020041934370168237
1631,C00233,0.0010676156583629892,0.00020026376493710756
2014,C03557,0.0009489916963226571,0.0002001064441146789
2963,C00507,0.000830367734282325,0.0001998585717143226
1336,C00279,0.0010676156583629892,0.00019983182685872795
6642,C12247,0.0007117437722419928,0.00019982777797211985
3547,C01051,0.0005931198102016607,0.00019952561736379977
543,C08639,0.0009489916963226571,0.0001994758653251423
1339,C00644,0.0011862396204033213,0.00019908686137880814
6699,C12415,0.0005931198102016607,0.00019902862497701775
4997,C06025,0.000830367734282325,0.0001982474954440372
3942,C01516,0.0007117437722419928,0.0001980257045557659
6732,C12458,0.0009489916963226571,0.00019777180941209384
1495,C00842,0.0010676156583629892,0.00019776667812409316
33,C00250,0.0010676156583629892,0.00019767390118218797
1610,C00309,0.0009489916963226571,0.00019753625068253232
2175,C02843,0.000830367734282325,0.00019738050685343193
1884,C00254,0.0010676156583629892,0.0001971654284456633
1261,C12093,0.0005931198102016607,0.00019700007598013938
6027,C13747,0.0009489916963226571,0.00019669695467067016
2896,C00460,0.0011862396204033213,0.00019638211707464486
2621,C00473,0.0007117437722419928,0.00019600981451694868
441,C00311,0.0010676156583629892,0.0001957965908208694
383,C00669,0.0009489916963226571,0.0001957627886220073
2606,C00458,0.0011862396204033213,0.00019556331621487324
3902,C02923,0.0009489916963226571,0.0001951208289607725
8385,C00288,0.0010676156583629892,0.00019451953067304412
1003,C04911,0.0010676156583629892,0.00019440173558958718
6214,C11816,0.0007117437722419928,0.00019422480686005338
2308,C02137,0.0009489916963226571,0.00019348137088708004
3190,C00666,0.0010676156583629892,0.00019341136854362397
1337,C00352,0.0010676156583629892,0.0001933438866308934
5583,C09804,0.0005931198102016607,0.00019292932191145154
1983,C03219,0.000830367734282325,0.00019278895287762652
6516,C18225,0.00047449584816132857,0.0001926311467395384
1541,C03393,0.0009489916963226571,0.00019257790926036815
5235,C04919,0.000830367734282325,0.00019227384179790395
3397,C14787,0.0007117437722419928,0.00019210711095341598
6042,C18275,0.000830367734282325,0.0001920562978115252
1501,C00299,0.0010676156583629892,0.0001920461121720399
3785,C01243,0.0010676156583629892,0.00019202713305459623
1687,C04574,0.000830367734282325,0.0001920066476267353
2067,C00345,0.0010676156583629892,0.00019199931870357242
839,C00606,0.0010676156583629892,0.0001918838747598372
89,C00256,0.0009489916963226571,0.00019181787336502196
3376,C00814,0.0007117437722419928,0.00019175511068365912
115,C02218,0.0009489916963226571,0.00019140245094040632
1979,C00379,0.000830367734282325,0.0001913958407464506
3440,C02035,0.0007117437722419928,0.00019137848071198614
3230,C01794,0.000830367734282325,0.0001912264386548502
4,C00455,0.0010676156583629892,0.000191202490319464
83,C00168,0.0010676156583629892,0.0001904234900810694
2153,C00540,0.000830367734282325,0.00019039942116938846
