,id,formula,mol_weight,O,P,Ni,X,Na,Co,I,B,H,C,Br,Mn,F,Hg,As,Fe,N,Se,R,W,S,Cl,Mo,Mg,polymer
0,C00001,H2O,18.016,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,C00002,C10H16N5O13P3,507.188,13,3,0,0,0,0,0,0,16,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2,C00003,C21H28N7O14P2,664.444,14,2,0,0,0,0,0,0,28,21,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
3,C00004,C21H29N7O14P2,665.452,14,2,0,0,0,0,0,0,29,21,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
4,C00005,C21H30N7O17P3,745.43,17,3,0,0,0,0,0,0,30,21,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
5,C00006,C21H29N7O17P3,744.4219999999999,17,3,0,0,0,0,0,0,29,21,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
6,C00007,O2,32.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,C00008,C10H15N5O10P2,427.21,10,2,0,0,0,0,0,0,15,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
8,C00009,H3PO4,97.994,4,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,C00010,C21H36N7O16P3S,767.548,16,3,0,0,0,0,0,0,36,21,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0
10,C00011,CO2,44.01,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,C00012,C2H4NO2R(C2H2NOR)n,56.046,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
12,C00013,H4P2O7,177.97199999999998,7,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,C00014,NH3,17.034,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14,C00015,C9H14N2O12P2,404.162,12,2,0,0,0,0,0,0,14,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
15,C00016,C27H33N9O15P2,785.5640000000001,15,2,0,0,0,0,0,0,33,27,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
16,C00017,C2H4NO2R(C2H2NOR)n,56.046,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
17,C00018,C8H10NO6P,247.14000000000001,6,1,0,0,0,0,0,0,10,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18,C00019,C15H22N6O5S,398.456,5,0,0,0,0,0,0,0,22,15,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0
19,C00020,C10H14N5O7P,347.23199999999997,7,1,0,0,0,0,0,0,14,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
20,C00021,C14H20N6O5S,384.43,5,0,0,0,0,0,0,0,20,14,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0
21,C00022,C3H4O3,88.062,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,C00024,C23H38N7O17P3S,809.5840000000001,17,3,0,0,0,0,0,0,38,23,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0
23,C00025,C5H9NO4,147.132,4,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24,C00026,C5H6O5,146.098,5,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,C00027,H2O2,34.016,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,C00028,"""""",0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,C00029,C15H24N2O17P2,566.302,17,2,0,0,0,0,0,0,24,15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
28,C00030,"""""",0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,C00031,C6H12O6,180.156,6,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,C00032,C34H32FeN4O4,616.486,4,0,0,0,0,0,0,0,32,34,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
31,C00033,C2H4O2,60.052,2,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,C00035,C10H15N5O11P2,443.21,11,2,0,0,0,0,0,0,15,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
33,C00036,C4H4O5,132.072,5,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,C00037,C2H5NO2,75.07,2,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35,C00039,C10H17O8PR2(C5H8O5PR)n,179.084,5,1,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
36,C00040,C22H35N7O17P3SR,397.275,17,3,0,0,0,0,0,0,35,22,0,0,0,0,0,0,7,0,1,0,1,0,0,0,0
37,C00041,C3H7NO2,89.096,2,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
38,C00042,C4H6O4,118.088,4,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,C00043,C17H27N3O17P2,607.356,17,2,0,0,0,0,0,0,27,17,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
40,C00044,C10H16N5O14P3,523.188,14,3,0,0,0,0,0,0,16,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
41,C00045,C2H4NO2R,37.031,2,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
42,C00046,C10H18O13P2R2(C5H8O6PR)n,195.084,6,1,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
43,C00047,C6H14N2O2,146.192,2,0,0,0,0,0,0,0,14,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
44,C00048,C2H2O3,74.036,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,C00049,C4H7NO4,133.106,4,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
46,C00051,C10H17N3O6S,307.33599999999996,6,0,0,0,0,0,0,0,17,10,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0
47,C00052,C15H24N2O17P2,566.302,17,2,0,0,0,0,0,0,24,15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
48,C00053,C10H15N5O13P2S,507.28,13,2,0,0,0,0,0,0,15,10,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0
49,C00054,C10H15N5O10P2,427.21,10,2,0,0,0,0,0,0,15,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
50,C00055,C9H14N3O8P,323.202,8,1,0,0,0,0,0,0,14,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
51,C00058,CH2O2,46.025999999999996,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,C00059,H2SO4,98.08600000000001,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
53,C00060,CO2R,22.005,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
54,C00061,C17H21N4O9P,456.34799999999996,9,1,0,0,0,0,0,0,21,17,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
55,C00062,C6H14N4O2,174.212,2,0,0,0,0,0,0,0,14,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
56,C00063,C9H16N3O14P3,483.158,14,3,0,0,0,0,0,0,16,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
57,C00064,C5H10N2O3,146.14999999999998,3,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
58,C00065,C3H7NO3,105.096,3,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
59,C00066,C10H17O10PR2(C5H8O6PR)n,195.084,6,1,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
60,C00067,CH2O,30.026,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,C00068,C12H19N4O7P2S,425.322,7,2,0,0,0,0,0,0,19,12,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0
62,C00069,HOR,8.504,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
63,C00071,CHOR,14.509,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
64,C00072,C6H8O6,176.124,6,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,C00073,C5H11NO2S,149.218,2,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
66,C00074,C3H5O6P,168.04,6,1,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,C00075,C9H15N2O15P3,484.14,15,3,0,0,0,0,0,0,15,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
68,C00077,C5H12N2O2,132.166,2,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
69,C00078,C11H12N2O2,204.226,2,0,0,0,0,0,0,0,12,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
70,C00079,C9H11NO2,165.18800000000002,2,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
71,C00080,H,1.008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,C00081,C10H15N4O14P3,508.16999999999996,14,3,0,0,0,0,0,0,15,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
73,C00082,C9H11NO3,181.18800000000002,3,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
74,C00083,C24H38N7O19P3S,853.594,19,3,0,0,0,0,0,0,38,24,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0
75,C00084,C2H4O,44.052,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,C00085,C6H13O9P,260.134,9,1,0,0,0,0,0,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,C00086,CH4N2O,60.062,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
78,C00087,S,32.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
79,C00088,HNO2,47.018,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80,C00089,C12H22O11,342.296,11,0,0,0,0,0,0,0,22,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,C00090,C6H6O2,110.108,2,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,C00091,C25H40N7O19P3S,867.62,19,3,0,0,0,0,0,0,40,25,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0
83,C00092,C6H13O9P,260.134,9,1,0,0,0,0,0,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,C00093,C3H9O6P,172.072,6,1,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,C00094,H2SO3,82.086,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
86,C00095,C6H12O6,180.156,6,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,C00096,C16H25N5O16P2,605.3499999999999,16,2,0,0,0,0,0,0,25,16,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
88,C00097,C3H7NO2S,121.166,2,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
89,C00099,C3H7NO2,89.096,2,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
90,C00100,C24H40N7O17P3S,823.61,17,3,0,0,0,0,0,0,40,24,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0
91,C00101,C19H23N7O6,445.444,6,0,0,0,0,0,0,0,23,19,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
92,C00103,C6H13O9P,260.134,9,1,0,0,0,0,0,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,C00104,C10H14N4O11P2,428.19199999999995,11,2,0,0,0,0,0,0,14,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
94,C00105,C9H13N2O9P,324.18399999999997,9,1,0,0,0,0,0,0,13,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
95,C00106,C4H4N2O2,112.092,2,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
96,C00108,C7H7NO2,137.136,2,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
97,C00109,C4H6O3,102.088,3,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,C00110,C20H37O4P(C5H8)n,81.542,4,1,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99,C00111,C3H7O6P,170.056,6,1,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,C00112,C9H15N3O11P2,403.18,11,2,0,0,0,0,0,0,15,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
101,C00113,C14H6N2O8,330.20799999999997,8,0,0,0,0,0,0,0,6,14,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
102,C00114,C5H14NO,104.172,1,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
103,C00116,C3H8O3,92.094,3,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,C00117,C5H11O8P,230.108,8,1,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,C00118,C3H7O6P,170.056,6,1,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,C00119,C5H13O14P3,390.06399999999996,14,3,0,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,C00120,C10H16N2O3S,244.31799999999998,3,0,0,0,0,0,0,0,16,10,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
108,C00121,C5H10O5,150.13,5,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,C00122,C4H4O4,116.072,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,C00123,C6H13NO2,131.174,2,0,0,0,0,0,0,0,13,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
111,C00124,C6H12O6,180.156,6,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,C00125,C42H44FeN8O8S2R4,1817.684,8,0,0,0,0,0,0,0,44,42,0,0,0,0,0,1,8,0,4,0,2,0,0,0,0
113,C00126,C42H44FeN8O8S2R4,1817.684,8,0,0,0,0,0,0,0,44,42,0,0,0,0,0,1,8,0,4,0,2,0,0,0,0
114,C00127,C20H32N6O12S2,612.656,12,0,0,0,0,0,0,0,32,20,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0
115,C00128,C20H31N4O16P,614.4580000000001,16,1,0,0,0,0,0,0,31,20,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
116,C00129,C5H12O7P2,246.086,7,2,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,C00130,C10H13N4O8P,348.21399999999994,8,1,0,0,0,0,0,0,13,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
118,C00131,C10H16N5O12P3,491.188,12,3,0,0,0,0,0,0,16,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
119,C00132,CH4O,32.042,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,C00133,C3H7NO2,89.096,2,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
121,C00134,C4H12N2,88.156,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
122,C00135,C6H9N3O2,155.162,2,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
123,C00136,C25H42N7O17P3S,837.636,17,3,0,0,0,0,0,0,42,25,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0
124,C00137,C6H12O6,180.156,6,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,C00138,"""""",0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,C00139,"""""",0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,C00140,C8H15NO6,221.21,6,0,0,0,0,0,0,0,15,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
128,C00141,C5H8O3,116.114,3,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,C00143,C20H23N7O6,457.454,6,0,0,0,0,0,0,0,23,20,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
130,C00144,C10H14N5O8P,363.23199999999997,8,1,0,0,0,0,0,0,14,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
131,C00145,HSR,16.539,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
132,C00146,C6H6O,94.108,1,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,C00147,C5H5N5,135.14,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
134,C00148,C5H9NO2,115.132,2,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
135,C00149,C4H6O5,134.088,5,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,C00151,C2H4NO2R,37.031,2,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
137,C00152,C4H8N2O3,132.124,3,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
138,C00153,C6H6N2O,122.128,1,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
139,C00154,C37H66N7O17P3S,1005.9480000000001,17,3,0,0,0,0,0,0,66,37,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0
140,C00155,C4H9NO2S,135.192,2,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
141,C00156,C7H6O3,138.118,3,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,C00157,C10H18NO8PR2,311.22400000000005,8,1,0,0,0,0,0,0,18,10,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
143,C00158,C6H8O7,192.124,7,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,C00159,C6H12O6,180.156,6,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,C00160,C2H4O3,76.05199999999999,3,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,C00161,C2HO3R,36.513999999999996,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
147,C00162,CHO2R,22.509,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
148,C00163,C3H6O2,74.078,2,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,C00164,C4H6O3,102.088,3,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,C00165,C5H6O5R2,146.098,5,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
151,C00166,C9H8O3,164.154,3,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,C00167,C15H22N2O18P2,580.2860000000001,18,2,0,0,0,0,0,0,22,15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
153,C00168,C3H4O4,104.062,4,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,C00169,CH4NO5P,141.022,5,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
155,C00170,C11H15N5O3S,297.34999999999997,3,0,0,0,0,0,0,0,15,11,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0
156,C00173,C3H4OSR2,88.132,1,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
157,C00175,Co,58.93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,C00176,C12H9N4O2R,120.616,2,0,0,0,0,0,0,0,9,12,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0
159,C00177,CN,26.02,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
160,C00178,C5H6N2O2,126.118,2,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
161,C00179,C5H14N4,130.202,0,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
162,C00180,C7H6O2,122.118,2,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,C00181,C5H10O5,150.13,5,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,C00183,C5H11NO2,117.148,2,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
165,C00184,C3H6O3,90.078,3,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,C00185,C12H22O11,342.296,11,0,0,0,0,0,0,0,22,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,C00186,C3H6O3,90.078,3,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,C00187,C27H46O,386.638,1,0,0,0,0,0,0,0,46,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,C00188,C4H9NO3,119.122,3,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
170,C00189,C2H7NO,61.086,1,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
171,C00190,C14H22N2O16P2,536.2760000000001,16,2,0,0,0,0,0,0,22,14,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
172,C00191,C6H10O7,194.14,7,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,C00192,NH3O,33.034,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
174,C00193,C7H6O,106.118,1,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,C00194,C72H100CoN18O17P,1579.6,17,1,0,0,0,1,0,0,100,72,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
176,C00195,C19H36NO3R,163.244,3,0,0,0,0,0,0,0,36,19,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
177,C00196,C7H6O4,154.118,4,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,C00197,C3H7O7P,186.056,7,1,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,C00198,C6H10O6,178.14,6,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,C00199,C5H11O8P,230.108,8,1,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,C00201,C5H12O13P3R,186.52800000000002,13,3,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
182,C00202,C6H14FO3P,184.142,3,1,0,0,0,0,0,0,14,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
183,C00203,C17H27N3O17P2,607.356,17,2,0,0,0,0,0,0,27,17,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
184,C00204,C6H10O6,178.14,6,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,C00206,C10H15N5O9P2,411.21,9,2,0,0,0,0,0,0,15,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
186,C00207,C3H6O,58.078,1,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,C00208,C12H22O11,342.296,11,0,0,0,0,0,0,0,22,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,C00209,C2H2O4,90.036,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,C00212,C10H13N5O4,267.25399999999996,4,0,0,0,0,0,0,0,13,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
190,C00213,C3H7NO2,89.096,2,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
191,C00214,C10H14N2O5,242.232,5,0,0,0,0,0,0,0,14,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
192,C00215,"""""",0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,C00216,C5H10O5,150.13,5,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,C00217,C5H9NO4,147.132,4,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
195,C00218,CH5N,31.06,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
196,C00219,C20H32O2,304.456,2,0,0,0,0,0,0,0,32,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,C00221,C6H12O6,180.156,6,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,C00222,C3H4O3,88.062,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,C00223,C30H42N7O18P3S,913.686,18,3,0,0,0,0,0,0,42,30,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0
200,C00224,C10H14N5O10PS,427.3019999999999,10,1,0,0,0,0,0,0,14,10,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0
